start_id,end_id
10.1145/3592980.3595300,10.1016/j.conengprac.2024.105843
10.1145/3592980.3595300,10.1109/ICITDA60835.2023.10426919
10.1145/3592980.3595300,10.1109/TLA.2024.10431420
10.1145/3592980.3595300,10.1016/j.bspc.2023.105823
10.1145/3592980.3595300,10.3233/JIFS-231852
10.1145/3592980.3595300,10.1016/j.cmpb.2024.108117
10.1145/3581783.3611860,10.1109/CIPAE60493.2023.00081
10.1145/3581783.3611860,10.1145/3620678.3624668
10.1145/3581783.3611860,10.1007/s11042-023-16508-1
10.1145/3581783.3611860,10.1145/3640824.3640869
10.1145/3581783.3611860,10.1002/sam.11673
10.1145/3581783.3611860,10.1109/THMS.2023.3329536
10.1145/3581783.3611860,10.1002/asi.24855
10.1145/3581783.3611860,10.1016/j.compbiomed.2024.108124
10.1145/3581783.3611860,10.23919/SICE59929.2023.10354252
10.1145/3581783.3611860,10.1145/3592980.3595323
10.1145/3581783.3611860,10.1145/3615522.3615529
10.1145/3581783.3611860,10.1145/3576915.3624394
10.1145/3581783.3611860,10.1109/TII.2023.3324940
10.1145/3581783.3611860,10.1016/j.bspc.2023.105611
10.1145/3581783.3611860,10.1016/j.bspc.2023.105502
10.1145/3581783.3611860,10.1109/JIOT.2024.3373783
10.1145/3581783.3611860,10.1016/j.conengprac.2024.105843
10.1145/3581783.3611860,10.4230/LIPIcs.ICDT.2023.12
10.1145/3581783.3611860,10.1145/3630202.3630225
10.1145/3581783.3611860,10.1007/s00366-023-01813-y
10.1145/3581783.3611860,10.1145/3555041.3589402
10.1145/3581783.3611860,10.1007/s12559-023-10193-w
10.1145/3581783.3611860,10.3390/s24031008
10.1145/3581783.3611860,10.1016/j.compbiomed.2024.108195
10.1145/3581783.3611860,10.1109/SSI58917.2023.10387755
10.1145/3581783.3611860,10.1145/3580305.3599405
10.1145/3581783.3611860,10.48786/edbt.2023.42
10.1145/3581783.3611860,10.1145/3609956.3609968
10.1145/3581783.3611860,10.1109/TCSS.2024.3374642
10.1145/3581783.3611860,10.3390/s24010008
10.1145/3581783.3611860,10.1109/ICSC58660.2023.10449764
10.1145/3581783.3611860,10.1007/s11042-023-16304-x
10.1145/3581783.3611860,10.1109/SITA60746.2023.10373691
10.1145/3581783.3611860,10.1109/TIFS.2024.3368892
10.1145/3581783.3611860,10.1145/3552326.3567492
10.1145/3581783.3611860,10.1186/s12859-024-05634-8
10.1145/3581783.3611860,10.1007/s11128-024-04346-5
10.1145/3581783.3611860,10.4230/LIPIcs.ICDT.2024.15
10.1145/3581783.3611860,10.1016/j.compag.2023.108500
10.1145/3581783.3611860,10.1145/3615890.3628537
10.4230/LIPIcs.ICDT.2024.23,10.48786/edbt.2023.52
10.4230/LIPIcs.ICDT.2024.23,10.1109/GHTC56179.2023.10354568
10.4230/LIPIcs.ICDT.2024.23,10.1145/3592980.3595304
10.4230/LIPIcs.ICDT.2024.23,10.1109/TPAMI.2023.3334760
10.4230/LIPIcs.ICDT.2024.23,10.1109/ICSSS58085.2023.10407074
10.4230/LIPIcs.ICDT.2024.23,10.1145/3539618.3592061
10.4230/LIPIcs.ICDT.2024.23,10.1145/3620678.3624656
10.4230/LIPIcs.ICDT.2024.23,10.1109/THMS.2023.3329536
10.4230/LIPIcs.ICDT.2024.23,10.1109/ACCESS.2023.3349242
10.4230/LIPIcs.ICDT.2024.23,10.3390/info15010034
10.4230/LIPIcs.ICDT.2024.23,10.1016/j.displa.2023.102625
10.4230/LIPIcs.ICDT.2024.23,10.1109/TBIOM.2023.3327287
10.4230/LIPIcs.ICDT.2024.23,10.22489/CinC.2023.164
10.4230/LIPIcs.ICDT.2024.23,10.1007/s11042-024-18461-z
10.4230/LIPIcs.ICDT.2024.23,10.1145/3597465.3605224
10.4230/LIPIcs.ICDT.2024.23,10.1109/TSC.2024.3356728
10.4230/LIPIcs.ICDT.2024.23,10.1145/3564246.3585175
10.4230/LIPIcs.ICDT.2024.23,10.1109/TMM.2024.3356029
10.4230/LIPIcs.ICDT.2024.23,10.1016/j.procs.2023.11.108
10.4230/LIPIcs.ICDT.2024.23,10.1109/IEMENTech60402.2023.10423464
10.4230/LIPIcs.ICDT.2024.23,10.1038/s41746-023-00994-6
10.4230/LIPIcs.ICDT.2024.23,10.1201/9781032684994-76
10.4230/LIPIcs.ICDT.2024.23,10.1080/15472450.2022.2106564
10.4230/LIPIcs.ICDT.2024.23,10.48786/edbt.2023.53
10.4230/LIPIcs.ICDT.2024.23,10.1016/j.bspc.2023.105823
10.4230/LIPIcs.ICDT.2024.23,10.1145/3592686.3592756
10.4230/LIPIcs.ICDT.2024.23,10.1007/s11042-023-15139-w
10.4230/LIPIcs.ICDT.2024.23,10.1109/TLT.2023.3322128
10.4230/LIPIcs.ICDT.2024.23,10.1109/TCSS.2024.3355113
10.1145/3595647.3595651,10.1109/ACIIS59385.2023.10367332
10.1145/3595647.3595651,10.1109/ACCESS.2024.3349487
10.1145/3595647.3595651,10.1109/CATS58046.2023.10424267
10.1145/3595647.3595651,10.1007/s10489-023-05172-5
10.1145/3595647.3595651,10.1016/j.csbj.2023.12.001
10.1145/3595647.3595651,10.4230/LIPIcs.ICDT.2024.23
10.1145/3595647.3595651,10.4230/LIPIcs.ICDT.2023.24
10.1145/3595647.3595651,10.1016/j.displa.2023.102625
10.1145/3595647.3595651,10.1016/j.cviu.2024.103927
10.1145/3595647.3595651,10.1145/3580305.3599395
10.1145/3595647.3595651,10.2478/amns.2023.2.01066
10.1145/3595647.3595651,10.1109/CANDARW60564.2023.00013
10.1145/3595647.3595651,10.1109/TC.2023.3329943
10.1145/3595647.3595651,10.1109/ACCESS.2023.3345452
10.1145/3595647.3595651,10.1145/3611643.3613893
10.1145/3595647.3595651,10.1108/JMTM-03-2023-0114
10.1145/3595647.3595651,10.1186/s13634-023-01094-z
10.1145/3595647.3595651,10.1016/j.csi.2023.103801
10.1145/3595647.3595651,10.1109/TNSE.2023.3300768
10.1145/3595647.3595651,10.1109/SITA60746.2023.10373743
10.1145/3595647.3595651,10.1145/3592980.3595300
10.1145/3595647.3595651,10.1109/TIT.2023.3344717
10.1145/3595647.3595651,10.1109/ICEDCS60513.2023.00059
10.1145/3595647.3595651,10.1145/3597465.3605224
10.1145/3595647.3595651,10.1109/ICoSNIKOM60230.2023.10364398
10.1145/3595647.3595651,10.1016/j.eswa.2023.121324
10.1145/3592980.3595317,10.1007/s40031-024-01027-w
10.1145/3592980.3595317,10.1109/TSG.2023.3276390
10.1145/3592980.3595317,10.1016/j.calphad.2023.102658
10.1145/3592980.3595317,10.1007/s11042-023-15393-y
10.1145/3592980.3595317,10.1109/TKDE.2024.3363009
10.1145/3592980.3595317,10.1145/3576840.3578281
10.1145/3592980.3595317,10.3390/s24031008
10.1145/3592980.3595317,10.1109/NEleX59773.2023.10421720
10.1145/3592980.3595317,10.5194/isprs-archives-XLVIII-1-W1-2023-311-2023
10.1145/3592980.3595317,10.1145/3583120.3586957
10.1145/3592980.3595317,10.1145/3595647.3595651
10.1145/3592980.3595317,10.1145/3627535.3638478
10.1145/3592980.3595317,10.1177/17298806241229270
10.1145/3592980.3595317,10.1109/ICAICA58456.2023.10405528
10.1145/3592980.3595317,10.1109/JBHI.2024.3368049
10.1145/3592980.3595317,10.23919/SICE59929.2023.10354252
10.1145/3592980.3595317,10.1109/C358072.2023.10436245
10.1145/3592980.3595317,10.1016/j.future.2024.03.012
10.1145/3592980.3595317,10.1109/3ICT60104.2023.10391650
10.1145/3592980.3595317,10.3390/s24020507
10.1145/3592980.3595317,10.1109/MIC.2023.3333199
10.1145/3592980.3595317,10.1016/j.bspc.2023.105799
10.1145/3592980.3595317,10.1016/j.iswa.2024.200343
10.1145/3592980.3595317,10.1007/s11633-022-1402-8
10.1145/3592980.3595317,10.1016/j.compgeo.2024.106249
10.1145/3592980.3595317,10.1016/j.eswa.2023.121709
10.1145/3592980.3595317,10.1109/ICTBIG59752.2023.10456144
10.1145/3592980.3595317,10.36680/j.itcon.2024.006
10.1145/3592980.3595317,10.1016/j.future.2023.09.024
10.1145/3592980.3595317,10.1016/j.specom.2024.103047
10.1145/3592980.3595317,10.1145/3579856.3582826
10.1145/3592980.3595317,10.1016/j.neunet.2024.106267
10.1145/3592980.3595317,10.1007/s11042-024-18990-7
10.1145/3592980.3595317,10.1021/acs.jcim.3c01953
10.1145/3592980.3595317,10.1016/j.ins.2024.120421
10.1145/3592980.3595317,10.1109/ICCCIS60361.2023.10425178
10.1145/3592980.3595317,10.1016/j.bspc.2023.105791
10.1145/3592980.3595317,10.1109/TNET.2024.3352029
10.1145/3592980.3595317,10.5194/isprs-archives-XLVIII-M-2-2023-1665-2023
10.1145/3592980.3595317,10.1145/3633053.3633059
10.1145/3592980.3595317,10.4230/LIPIcs.ICDT.2024.15
10.1145/3592980.3595317,10.1109/ICEDCS60513.2023.00059
10.1145/3592980.3595317,10.1016/j.compbiomed.2024.108195
10.1145/3592980.3595317,10.1109/TMI.2023.3302473
10.1145/3592980.3595317,10.1145/3589462.3589488
10.1145/3592980.3595317,10.1109/JBHI.2023.3311677
10.1145/3592980.3595312,10.1016/j.eswa.2023.122050
10.1145/3592980.3595312,10.1145/3584371.3612997
10.1145/3592980.3595312,10.1016/j.eswa.2023.121489
10.1145/3592980.3595312,10.1016/j.jbi.2024.104603
10.1145/3592980.3595312,10.48786/edbt.2023.48
10.1145/3592980.3595312,10.1109/NEleX59773.2023.10421720
10.1145/3592980.3595312,10.1109/TCSS.2024.3374642
10.1145/3592980.3595312,10.1016/j.cogsys.2024.101216
10.1145/3592980.3595312,10.1109/ACCESS.2024.3366455
10.1145/3592980.3595312,10.1145/3640824.3640869
10.1145/3592980.3595312,10.14733/cadaps.2024.S17.132-143
10.1145/3592980.3595312,10.1145/3633512
10.1145/3592980.3595312,10.1007/s10489-023-05172-5
10.1145/3592980.3595312,10.13052/jcsm2245-1439.1311
10.1145/3592980.3595312,10.1109/IC-RVITM60032.2023.10435190
10.1145/3592980.3595312,10.1109/TKDE.2024.3363009
10.1145/3592980.3595312,10.1016/j.cad.2023.103630
10.1145/3592980.3595312,10.5194/isprs-archives-XLVIII-1-W1-2023-511-2023
10.1145/3592980.3595312,10.1109/TMM.2024.3371218
10.1145/3592980.3595312,10.1145/3576840.3578281
10.1145/3592980.3595312,10.1016/j.compgeo.2024.106135
10.1145/3592980.3595312,10.1007/s12559-023-10193-w
10.1145/3592980.3595312,10.1016/j.procs.2023.12.161
10.1145/3592980.3595312,10.1109/SUMMA60232.2023.10349480
10.1145/3592980.3595312,10.1145/3592980.3595300
10.1145/3592980.3595312,10.1109/ICACTA58201.2023.10392861
10.1145/3592980.3595312,10.1145/3539618.3591637
10.1145/3592980.3595312,10.1007/s11042-023-16304-x
10.1145/3592980.3595312,10.3233/JIFS-231852
10.1145/3592980.3595312,10.1016/j.compgeo.2024.106249
10.1145/3592980.3595312,10.1109/NKCon59507.2023.10396396
10.1145/3592980.3595312,10.1016/j.procs.2023.12.042
10.1145/3584371.3612997,10.1109/CIPAE60493.2023.00053
10.1145/3584371.3612997,10.1108/IR-11-2023-0284
10.1145/3584371.3612997,10.1109/MODELS-C59198.2023.00009
10.1145/3584371.3612997,10.1109/IEMENTech60402.2023.10423480
10.1145/3584371.3612997,10.1016/j.ascom.2024.100791
10.1145/3584371.3612997,10.1145/3592980.3595304
10.1145/3584371.3612997,10.1145/3592307.3592330
10.1145/3584371.3612997,10.1109/3ICT60104.2023.10391650
10.1145/3584371.3612997,10.3390/s24041209
10.1145/3584371.3612997,10.1007/s11042-023-17854-w
10.1145/3584371.3612997,10.1109/BigDIA60676.2023.10429411
10.1145/3584371.3612997,10.1109/IW_MSS59200.2023.10368597
10.1145/3584371.3612997,10.2478/amns.2023.2.00811
10.1145/3584371.3612997,10.1109/ICICyTA60173.2023.10428947
10.1145/3584371.3612997,10.1109/JIOT.2024.3358349
10.1145/3584371.3612997,10.1016/j.iswa.2024.200343
10.1145/3584371.3612997,10.1109/TNSE.2023.3300768
10.1145/3584371.3612997,10.1016/j.compgeo.2023.105934
10.1145/3584371.3612997,10.1145/3552326.3587434
10.1145/3584371.3612997,10.1109/ACCESS.2023.3344680
10.1145/3584371.3612997,10.1016/j.cageo.2023.105479
10.1145/3584371.3612997,10.1109/AMCAI59331.2023.10431516
10.1145/3584371.3612997,10.1142/S0219467825500561
10.1145/3584371.3612997,10.1109/TPAMI.2023.3334760
10.1145/3584371.3612997,10.1109/ICSIMA59853.2023.10373533
10.1145/3584371.3612997,10.1109/CINTI59972.2023.10381957
10.1145/3584371.3612997,10.1109/APWiMob59963.2023.10365603
10.1145/3584371.3612997,10.1109/DESSERT61349.2023.10416531
10.1145/3584371.3612997,10.1109/IISEC59749.2023.10391023
10.1145/3584371.3612997,10.1109/LA-CCI58595.2023.10409478
10.1145/3584371.3612997,10.1109/ICAIHC59020.2023.10430485
10.1145/3584371.3612997,10.1109/SUMMA60232.2023.10349480
10.1145/3584371.3612997,10.1016/j.bspc.2023.105884
10.1145/3584371.3612997,10.1145/3581783.3611860
10.1145/3584371.3612997,10.1201/9781032684994-76
10.1145/3584371.3612997,10.1145/3615833.3628590
10.1145/3584371.3612997,10.1109/ACCESS.2023.3349148
10.1145/3584371.3612997,10.1016/j.compbiomed.2024.108066
10.1145/3584371.3612997,10.1007/s00034-023-02544-7
10.1145/3584371.3612997,10.1016/j.cogsys.2024.101216
10.1145/3606843.3606859,10.1109/ACCESS.2023.3349242
10.1145/3606843.3606859,10.1007/s00530-023-01240-5
10.1145/3606843.3606859,10.1109/ACCESS.2024.3383313
10.1145/3606843.3606859,10.1145/3611643.3613893
10.1145/3606843.3606859,10.1109/TIFS.2023.3280742
10.1145/3606843.3606859,10.1145/3577193.3593734
10.1145/3606843.3606859,10.1016/j.conengprac.2024.105843
10.1145/3606843.3606859,10.1145/3580305.3599543
10.1145/3606843.3606859,10.1109/ICRAMET60171.2023.10366632
10.1145/3606843.3606859,10.3233/JIFS-231852
10.1145/3606843.3606859,10.1109/VCIP59821.2023.10402708
10.1145/3606843.3606859,10.1016/j.eswa.2023.121924
10.1145/3606843.3606859,10.2478/amns.2023.2.01665
10.1145/3606843.3606859,10.1007/s12559-023-10193-w
10.1145/3606843.3606859,10.1007/s00778-024-00846-z
10.1145/3606843.3606859,10.1145/3555041.3590816
10.1145/3606843.3606859,10.1145/3581641.3584067
10.1145/3606843.3606859,10.1109/ICIC60109.2023.10381942
10.1145/3606843.3606859,10.1109/ICITDA60835.2023.10426919
10.1145/3606843.3606859,10.36680/j.itcon.2024.006
10.1145/3606843.3606859,10.1145/3588195.3592982
10.1145/3606843.3606859,10.1109/TLA.2024.10431420
10.1145/3606843.3606859,10.1007/s00366-023-01813-y
10.1145/3606843.3606859,10.1145/3579856.3582826
10.1145/3606843.3606859,10.4230/LIPIcs.ICDT.2023.12
10.1145/3606843.3606859,10.1109/ICEFEET59656.2023.10452246
10.1145/3606843.3606859,10.1109/TMM.2024.3356029
10.1145/3606843.3606859,10.1016/j.bspc.2023.105823
10.1145/3606843.3606859,10.1007/s11128-024-04346-5
10.1145/3606843.3606859,10.4230/LIPIcs.ICDT.2023.6
10.1145/3606843.3606859,10.1109/TLT.2023.3273926
10.1145/3606843.3606859,10.1109/TII.2023.3297139
10.1145/3606843.3606859,10.1109/IC-RVITM60032.2023.10435190
10.1145/3606843.3606859,10.1016/j.compgeo.2023.105967
10.1145/3606843.3606859,10.1109/ICICyTA60173.2023.10428947
10.1145/3606843.3606859,10.1109/ICRASET59632.2023.10420257
10.1145/3606843.3606859,10.1016/j.commatsci.2024.112810
10.1145/3606843.3606859,10.1109/ICEBE59045.2023.00043
10.1145/3606843.3606859,10.4230/LIPIcs.ICDT.2024.15
10.1145/3576915.3624394,10.4230/LIPIcs.ICDT.2023.6
10.1145/3576915.3624394,10.1109/TBIOM.2024.3377686
10.1145/3576915.3624394,10.4230/LIPIcs.ICDT.2023.3
10.1145/3576915.3624394,10.1109/C358072.2023.10436245
10.1145/3576915.3624394,10.1016/j.neunet.2024.106267
10.1145/3576915.3624394,10.1109/BigDIA60676.2023.10429609
10.1145/3576915.3624394,10.1145/3539618.3591637
10.1145/3576915.3624394,10.3390/s24020507
10.1145/3576915.3624394,10.1109/ACCESS.2024.3362247
10.1145/3576915.3624394,10.1109/TMM.2024.3356029
10.1145/3576915.3624394,10.1109/ICACTA58201.2023.10392861
10.1145/3576915.3624394,10.1016/j.calphad.2023.102658
10.1145/3576915.3624394,10.1007/s40031-024-01027-w
10.1145/3576915.3624394,10.48786/edbt.2023.53
10.1145/3576915.3624394,10.1007/s11042-024-18298-6
10.1145/3576915.3624394,10.1145/3615887.3627753
10.1145/3576915.3624394,10.1109/TSG.2023.3276390
10.1145/3576915.3624394,10.4230/LIPIcs.ICDT.2023.19
10.1145/3576915.3624394,10.1109/ICEBE59045.2023.00043
10.1145/3576915.3624394,10.1016/j.bspc.2023.105884
10.1145/3576915.3624394,10.1109/VCIP59821.2023.10402708
10.1145/3576915.3624394,10.1016/j.bspc.2023.105465
10.1145/3576915.3624394,10.1145/3640824.3640869
10.1145/3576915.3624394,10.1145/3555041.3589402
10.1145/3576915.3624394,10.1145/3588195.3592982
10.1145/3576915.3624394,10.1186/s12859-024-05764-z
10.1145/3576915.3624394,10.1016/j.ins.2024.120272
